timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1546452542070,110,HTTP Request,200,OK,http://www.example.com 1-24,text,true,,1592,116,34,34,110,0,0
1546452542079,105,HTTP Request,200,OK,http://www.example.com 1-7,text,true,,1592,116,34,34,105,0,0
1546452542081,125,HTTP Request,200,OK,http://www.example.com 1-14,text,true,,1592,116,34,34,125,0,0
1546452542083,126,HTTP Request,200,OK,http://www.example.com 1-20,text,true,,1592,116,34,34,126,0,0
1546452541872,345,HTTP Request,200,OK,http://www.example.com 1-25,text,true,,1614,116,34,34,344,0,0
1546452542086,135,HTTP Request,200,OK,http://www.example.com 1-15,text,true,,1597,116,34,34,134,0,0
1546452542085,136,HTTP Request,200,OK,http://www.example.com 1-22,text,true,,1614,116,34,34,135,0,0
1546452542085,135,HTTP Request,200,OK,http://www.example.com 1-18,text,true,,1592,116,34,34,135,0,0
1546452542095,126,HTTP Request,200,OK,http://www.example.com 1-19,text,true,,1597,116,34,34,126,0,0
1546452542085,136,HTTP Request,200,OK,http://www.example.com 1-16,text,true,,1592,116,34,34,136,0,0
1546452542094,127,HTTP Request,200,OK,http://www.example.com 1-17,text,true,,1592,116,34,34,127,0,0
1546452542085,136,HTTP Request,200,OK,http://www.example.com 1-5,text,true,,1597,116,34,34,136,0,0
1546452542101,121,HTTP Request,200,OK,http://www.example.com 1-13,text,true,,1592,116,34,34,121,0,0
1546452542085,139,HTTP Request,200,OK,http://www.example.com 1-11,text,true,,1592,116,34,34,138,0,0
1546452542105,125,HTTP Request,200,OK,http://www.example.com 1-23,text,true,,1613,116,34,34,125,0,0
1546452542105,125,HTTP Request,200,OK,http://www.example.com 1-21,text,true,,1613,116,34,34,125,0,0
1546452542127,111,HTTP Request,200,OK,http://www.example.com 1-12,text,true,,1608,116,35,35,109,0,0
1546452542126,112,HTTP Request,200,OK,http://www.example.com 1-1,text,true,,1592,116,35,35,112,0,0
1546452542123,117,HTTP Request,200,OK,http://www.example.com 1-8,text,true,,1597,116,35,35,115,0,0
1546452542130,110,HTTP Request,200,OK,http://www.example.com 1-6,text,true,,1614,116,35,35,110,0,0
1546452542133,107,HTTP Request,200,OK,http://www.example.com 1-10,text,true,,1592,116,35,35,107,0,0
1546452542131,111,HTTP Request,200,OK,http://www.example.com 1-2,text,true,,1592,116,35,35,111,0,0
1546452542128,121,HTTP Request,200,OK,http://www.example.com 1-3,text,true,,1592,116,35,35,120,0,0
